Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,375 Mbps","0,5 Mbps","0,512 Mbps","0,625 Mbps","0,75 Mbps",1 Mbps,"1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,83 Mbps
BUENOS AIRES,Puán,San Germán,6651090,,,,,,,,,,,,,,17,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Puán,Villa Iris,6651110,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,711,,,,,,,,,,,,,24,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Punta Indio,Pipinas,6655030,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Punta Indio,Punta Indio,6655040,,,,,,,,,,,,,,,,,,,78,,,,,,,30,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Punta Indio,Verónica,6655050,,,,,,,,,,,,,,,,28,816,,,,,,,75,,,,,,,,,127,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Quilmes,Bernal,6658010,,,,3,1,,17,5,,,1,,,4,,45,,,4,3,,,,44,,1.425,,,,,,,52,,,,5,,,,,,155,,,,,9.553,,,,,,,,,,,,,,611,,,,,,,4.924,,,,,,,998,,,
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,,,,,,,3,21,,,1,,,13,,59,171,,1,230,,,,120,,474,,,83,,,,84,,,,75,,,1,,,1,,,,,576,,,,,,,,1,,,,,,198,,,,,,,,,,,,,,,,,
BUENOS AIRES,Quilmes,Don Bosco,6658010,,,,,,,,2,,,,,,1,,4,,,,1,,,,1,,58,,,,,,,,,,,2,,,,,,3,,,,,3,,,,,,,,,,,,,,157,,,,,,,398,,,,,,,109,,,
BUENOS AIRES,Quilmes,Ezpeleta,6658010,,,,,,,2,3,,,,,,320,,19,,,4,13,,,,24,,458,,,,,,,69,,,,,,,,,,16,,,,,2.564,,,,,,,,,,,,,,204,,,,,,,3.554,,,,,,,850,,,
BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,,,,,,,3,,,,,,,9,,9,,,,55,,,,7,,25,,,,,,,30,,,,34,,,,,,,,,,,3.847,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,
BUENOS AIRES,Quilmes,Quilmes,6658010,3,1,,8,2,,18,42,,,10,,,37,,54,136,,44,271,,,,38,,1.970,,,,,,,32,,,,222,,,,,,122,,,,,12.027,,,,,,,,,,,,,,2.019,,,,,,,9.855,,,,,,,2.110,,,
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,,,,7,,,22,21,,,2,,,10,,52,,,2,107,,,,15,,51,,,,,,,33,,,,35,,,,,,,,,,,13.639,,,,,,,,,,,,,,482,,,,,,,,,,,,,,,,,
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,,,,,,,1,7,,,1,,,12,,,114,,11,30,,,,,,482,,,,,,,,,,,2,,,,,,21,,,,,11,,,,,,,,,,,,,,253,,,,,,,3.714,,,,,,,743,,,
BUENOS AIRES,Quilmes,Villa La Florida,6658010,,,,3,,,4,,,,,,,,,15,114,,2,1,,,,4,,141,,,,,,,3,,,,3,,,,,,11,,,,,6.948,,,,,,,,,,,,,,83,,,,,,,1.729,,,,,,,454,,,
BUENOS AIRES,Ramallo,EL PARAÍSO,6665010,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Ramallo,OTROS,Sin Datos,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Ramallo,Pérez Millán,6665030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Ramallo,Ramallo,6665040,1.177,,,,1,,,2,,,,,,10,,,,,,64,,,,,,260,,,,,,,40,,,,8,,,,,,,,,,,1,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,
BUENOS AIRES,Ramallo,VILLA RAMALLO,6665060,327,,,,,,,2,,,,,,10,,,,,,83,,,,,,236,,,,,,,168,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,385,,,,,,,,,,,,,,,,,
BUENOS AIRES,Rauch,OTROS,Sin Datos,,,,,,,,11,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Rauch,Rauch,6672010,,,,2,,,,76,,,9,,,8,,101,21,,,,,,,341,,200,,,,,,,746,,,,105,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Rivadavia,América,6679010,511,,,1,,,,852,,,898,,,155,,521,320,,6,52,,,,58,,146,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Rivadavia,Fortín Olavarría,6679020,147,,,,,,,75,,,,,,125,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Rivadavia,González Moreno,6679030,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Rivadavia,Sansinena,6679070,,,,,,,,124,,,,,,175,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Rojas,Las Carabelas,6686020,,,,1,,,,40,,,48,,,66,,,25,,35,20,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Rojas,Rafael Obligado,6686040,,,,,,,,,,,8,,,11,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Rojas,Rojas,6686060,153,,,,,,7,478,,,201,,,2.467,,269,,,374,697,,,,281,,50,,,287,,,,322,,,,30,,,,,,,,,,,10,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,
BUENOS AIRES,Roque Pérez,Carlos Beguerie,6693010,,,,,,,,,,,,,,,,,,,34,2,,,,1,,148,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,,,,,,,,,,,,,,,,19,,,247,18,,8,,51,,24,,,,,,,131,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,
BUENOS AIRES,Saavedra,Arroyo Corto,6700010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,
BUENOS AIRES,Saavedra,Espartillar,6700040,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Saavedra,Goyena,6700050,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Saavedra,Pigüé,6700060,,,,,,,,,,,,,,,,23,,,,,,,,62,,,,,,,,,111,,,,,,,,,,4.119,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,
BUENOS AIRES,Saavedra,Saavedra,6700070,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Saladillo,Alvarez de Toledo,6707010,,,,,,,,,,,,,,,,,,,18,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Saladillo,Cazón,6707030,,,,,,,,,,,,,,,,,,,19,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Saladillo,Del Carril,6707040,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Saladillo,Saladillo,6707060,,,,,,,5,1,,,,,,151,,60,,,227,346,,,,132,,1.871,,,,,,,1.175,,,,8,,,,,,,,,,,1,,,,1.254,,,,,,,,,,636,,,,112,,,,,,,,,,,,,
BUENOS AIRES,Salliqueló,Quenumá,6721010,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Salliqueló,Salliqueló,6721020,,,,2,,,,,,,,,,,,13,,,,,,,,28,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Salto,Arroyo Dulce,6714010,,,,,,,,,,,,,,432,,,,,69,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Salto,Gahan,6714030,,,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Salto,Inés Indart,6714040,4,,,,,,,,,,,,,188,,,,,,10,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Salto,Salto,6714060,3.078,,,,,,11,,,,,,,,,70,,,,28,,,,136,,5.092,,,,,,,290,,,,234,,,,,,1.285,,,,,62,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Andrés de Giles,Azcuénaga,6728010,,,,,,,,,,,,,,54,,,59,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Andrés de Giles,Cucullú,6728020,,,,,,,,,,,,,,98,,,,,16,36,,,,,,31,,,,,,,,,,,2,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,6728040,,,,,1,,,,,,216,,,270,,63,,,,1.831,,,,159,,579,,,,,,,254,,,,1,,,,,,1.311,,,,,1,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Andrés de Giles,Solís,6728050,,,,1,,,,,,,,,,131,,,,,21,,,,,,,261,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Andrés de Giles,Villa Espil,6728060,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Andrés de Giles,Villa Ruiz,6728070,,,,,,,,,,,,,,86,,,,,,20,,,,,,29,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Antonio de Areco,Duggan,6735010,,,,,,,,,,,,,,278,,,,,,,,,,,,182,,,,,,,24,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,2,,,1,,,10,,,,,,,2.223,,252,,,,,,,,361,,3,,,,,,,572,,,,9,,,,,,,,,,,4,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Antonio de Areco,Villa Lía,6735030,,,,,,,,45,,,44,,,149,,,,,,8,,,,,,125,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Cayetano,Balneario San Cayetano,6742010,,,,,,,,,,,,,,1,,,,65,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Cayetano,Ochandío,6742020,,,,,,,,,,,,,,14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Cayetano,San Cayetano,6742030,,,,,,,,,,,159,,,509,,,,,299,1,,,,262,,949,,,,,,,94,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Fernando,San Fernando,6749010,,2,,,,,2,138,,,2,,,507,,7,37,,7,775,,,,47,,1.016,,,,,,,72,,,,276,,,,,,14,,,,,4.163,,,,,,,,,,,,,,2.711,,,,,,,1.552,,,,,,,409,,,
BUENOS AIRES,San Fernando,Victoria,6749010,1,,,4,,,1,267,,,,,,335,,3,,,5,192,,,,1,,423,,,,,,,41,,,,147,,1,,,,6,,,,,26,,,,,,,,,,,,,,1.399,,,,,,,654,,,,,,,173,,,
BUENOS AIRES,San Fernando,Virreyes,6749010,,,,,,,1,29,,,,,,66,,,,,3,99,,,,2,,246,,,,,,,13,,,,88,,,,,,12,,,,,5,,,,,,,,,,,,,,1.712,,,,,,,1.248,,,,,,,344,,,
BUENOS AIRES,San Isidro,Acassuso,6756010,,1,,,1,,,20,,,,,,9,,3,,,2,45,,,,3,,96,,,,,,,6,,,,119,,,,,,1,,,,,15,,,,,,,,,,,,,,425,,,,,,,146,,,,,,,59,,,
BUENOS AIRES,San Isidro,Beccar,6756010,1,,,,,,1,130,,,3,,,201,,4,,,9,434,,,,6,,683,,,74,,,,80,,,,789,,,,,,15,,,,,61,,,,,,,,,,,,,,977,,,,,,,1.072,,,,,,,317,,,
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,11,,,6,,,,90,,,4,,,118,,15,,,28,720,,,,18,,851,,,,,,,29,,,,202,,,,,,13,,,,,635,,,,,,,,,,,,,,1.390,,,,,,,2.327,,,,,,,489,,,
BUENOS AIRES,San Isidro,Martínez,6756010,14,,,5,1,,2,148,,,3,,,99,,35,,,15,302,,,,51,,649,,,,,,,86,,,,609,,,,,,7,,,,,1.576,,,,,,,,,,,,,,2.703,,,,,1,,1.022,,,,,,,365,,,
BUENOS AIRES,San Isidro,San Isidro,6756010,11,1,,3,,,1,75,,,2,,,92,,17,,,14,154,,,,21,,427,,,,,,,27,,,,391,,,,,,4,,,,,82,,,,,,,,,,,,,,1.528,,,,,,,738,,,,,,,257,,,
BUENOS AIRES,San Isidro,Villa Adelina,6756010,1,,,,,,1,44,,,,,,86,,8,,,6,197,,,,10,,382,,,,,,,18,,,,249,,,,,,9,,,,,18,,,,,,,,,,,,,,1.238,,,,,,,956,,,,,,,256,,,
BUENOS AIRES,San Miguel,Bella Vista,6760010,15,,,3,1,,16,8,,,47,,,87,,49,,,68,1.026,,,,22,,6,,,131,,,,9,,,,2,,,,,,8,,,,,7.870,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Miguel,Campo De Mayo,6760010,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BUENOS AIRES,San Miguel,Muñiz,6760010,,,,,,,2,2,,,,,,,,68,,,,3,,,,137,,4,,,,,,,49,,,,4,,,,,,35,,,,,1.828,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Miguel,San Miguel,6760010,8,,,7,2,,44,15,,,1.627,,,732,,160,,,51,3.913,,,,85,,11.571,,,,,,,245,,,,46.067,,,,,,,,,,,20.061,,,,,,,,,,,,,,3.078,,,,,,,25,,,,,,,4,,,
BUENOS AIRES,San Nicolás,Conesa,6763010,,,,,1,,,536,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Nicolás,Erézcano,6763020,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Nicolás,General Rojo,6763030,2,,,,,,,,,,,,,,,,,,,,,,,,,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Nicolás,San Nicolás de los Arroyos,6763050,6,,,,1,,1,130,,,1,,,323,,2,1,,3,1.535,,,,2,,4.144,,,,,,,804,,,,1.096,,,,,,,,,,,88,,,,,,,,,,,,,,3.306,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Pedro,Río Tala,6770040,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Pedro,San Pedro,6770050,,,,2,46,,1,491,,,7,,,476,,,,,1,625,,,,1,,655,,,,,,,70,,,,14,,,,,,,,,,,4,,,,,,,,,,,,,,570,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Pedro,Santa Lucía,6770060,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Vicente,Alejandro Korn,6778020,1,,,,,,10,1,,,,,,181,,28,,,128,2,,21,,36,,79,,,,,,,40,,,,,,,,,,10,,,,,6.235,,,,,,,,,,,,,,101,,,,,,,895,,,,,,,284,,,
BUENOS AIRES,San Vicente,Domselaar,6778020,,,,,,,,,,,,,,29,,,,,22,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Vicente,San Vicente,6778020,6,,,,,,19,,,,,,,113,,399,,,92,,,11,,365,,92,,,,,,,352,,,,14,,,,,,25,,,,,477,,,,,,,,,,,,,,133,,,,,,,971,,,,,,,194,,,
BUENOS AIRES,Suipacha,General Rivas,6784010,,,,,,,,,,,,,,134,,,,,56,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Suipacha,Suipacha,6784020,101,,,,,,,,,,,,,185,,11,,,2,1.987,,132,,63,46,,,,,,,,1.064,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tandil,De la Canal,6791010,5,,,,,,,10,,,,,,,,,,,,14,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tandil,Desvío Aguirre,6791050,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tandil,Gardey,6791030,35,,,,,,,5,,,15,,,32,,,114,,,11,,,,58,,5,,,33,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tandil,María Ignacia  (Est. Vela),6791040,,,,,,,,,,,,,,,,,,,4,,,,,,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tandil,OTROS,Sin Datos,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tandil,Tandil,6791050,88,,,3,3,,132,51,,,64,,,128,,1.106,,,44,266,,,,900,,250,,,289,,,,512,,,,323,,,,,,40,,,,,2.545,,,,,,,,,,,,,,3.070,,,,,,,,,,,,,,1,,,
BUENOS AIRES,Tapalqué,Tapalqué,6798020,,,,1,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tigre,Benavídez,6805010,881,,,1,2,,1,18,,,115,,,233,,1,2,,45,1.126,,,,,,429,,,,,,,4,,,,7,,,,,,23,,,,,4.596,,,,,,,,1,,,,,,2.469,,,,,,,1.518,,,,,,,337,,1,
BUENOS AIRES,Tigre,Dique Luján,6805010,12,,,,,,,15,,,52,,,,,,,,,10,,,,,,32,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,1,,,,,,,,,,
BUENOS AIRES,Tigre,Don Torcuato Este,6805010,4,,,2,,,,59,,,3,,,78,,4,,,17,225,,1,,4,,739,,,,,,,49,,,,387,,,,,,15,,,,,5.479,,,,,,,,,,,,,,3.204,,,,,,,1.593,,,,,,,343,,,
BUENOS AIRES,Tigre,Don Torcuato Oeste,6805010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tigre,El Talar,6805010,32,,,2,,,,66,,,15,,,130,,2,,,3,111,,,,1,,524,,,,,,,18,,,,63,,,,,,22,,,,,3.211,,,,,,,,,,,,,,2.144,,,,,,,1.174,,1,,,,,211,,,
BUENOS AIRES,Tigre,General Pacheco,6805010,1.187,,,2,1,,,62,,,,,,67,,6,,,2,178,,,,7,,555,,,1,,,,74,,,,164,,,,,,14,,,,,29,,,,,,,,,,,,,,2.484,,,,,,,1.467,,,,,,,321,,,
BUENOS AIRES,Tigre,Los Troncos Del Talar,6805010,2,,,,1,,,24,,,,,,43,,,,,2,95,,,,,,418,,,,,,,35,,,,75,,,,,,16,,,,,10,,,,,,,,,,,,,,1.884,,,,,,,1.328,,,,,,,242,,,
BUENOS AIRES,Tigre,Nordelta,6805010,,,,,,,,8,,,,,,30,,,,,,133,,,,,,388,,,,,,,199,,,,153,,,,,,23,,,,,10,,,,,,,,,,,,,,301,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tigre,OTROS,Sin Datos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tigre,Ricardo Rojas,6805010,1.075,,,,,,,1,,,,,,6,,,,,4,16,,,,,,246,,,,,,,0,,,,2,,,,,,9,,,,,8,,,,,,,,,,,,,,1.220,,,,,,,544,,,,,,,113,,,
BUENOS AIRES,Tigre,Rincón de Milberg,6805010,1,,,,,,,42,,,4,,1,63,,,,,6,124,,,,1,,302,,,,,,,21,,,,266,,,,,,8,,,,,14,,,,,,,,,,,,,,1.356,,,,,,,1.042,,,,,,,294,,,
BUENOS AIRES,Tigre,Tigre,6805010,24,,,5,,,3,68,,,29,,,270,,3,3,,6,535,,1,,4,,261,,,,,,,6,,,,137,,,,,,4,,,,,2.715,,,,,,,,,,,,,,2.028,,,,,,,702,,,,,,,179,,,
BUENOS AIRES,Tordillo,General Conesa,6812010,9,,,,,,,,,,,,,,,,193,,,88,,,,5,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tordillo,Villa Roch,6812010,5,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tornquist,Saldungaray,6819020,98,,,,,,,,,,,,,,,,,,,,,,,,,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tornquist,Sierra de la Ventana,6819030,,,,,,,,,,,,,,,,,,,,,,,,424,,,,,47,,,,520,,,,15,,,,,,,,,,,96,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tornquist,Tornquist,6819040,2,,,,,,2,,,,,,,,,36,,,,,,,,32,,1.732,,,,,,,300,,,,2,,,,,,,,,,,354,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,
BUENOS AIRES,Tornquist,Villa Serrana La Gruta,6819060,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tornquist,Villa Ventana,6819070,,,,,,,,,,,,,,,,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Trenque Lauquen,30 de Agosto,6826040,,,,,,,,,,,,,,450,,,,,850,,,,,1.260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Trenque Lauquen,Girodias,6826020,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Trenque Lauquen,La Carreta,6826030,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Trenque Lauquen,OTROS,Sin Datos,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,6826050,,,,1,,,19,,,,,,,,,1.376,,,,2.826,,,,220,,6.593,,,,,,,267,,,,,,,,,,,,,,,4.795,521,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,
BUENOS AIRES,Trenque Lauquen,Trongé,6826060,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
